,puma,above_lw,below_lw,above_pov,below_pov,pct_below_lw,pct_below_pov,code,name_x,flag,Unnamed: 3,Unnamed: 4,Unnamed: 5,state_fips,puma_short,name_y
5276,411324,28756.0,11844.0,37818.0,2782.0,0.291724137931,0.0685221674877,41 01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill ,1,,,,41,1324,or
5275,411324,28756.0,11844.0,37818.0,2782.0,0.291724137931,0.0685221674877,41 01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill ,1,,,,41,1324,or
5274,411324,28756.0,11844.0,37818.0,2782.0,0.291724137931,0.0685221674877,41 01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill ,1,,,,41,1324,or
2564,191400,39761.0,16386.0,51830.0,4317.0,0.291841060074,0.0768874561419,19 01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties ",1,,,,19,1400,ia
2562,191400,39761.0,16386.0,51830.0,4317.0,0.291841060074,0.0768874561419,19 01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties ",1,,,,19,1400,ia
2563,191400,39761.0,16386.0,51830.0,4317.0,0.291841060074,0.0768874561419,19 01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties ",1,,,,19,1400,ia
697,65700,26879.0,11084.0,34953.0,3010.0,0.29196849564,0.0792877275242,06 05700,Nevada & Sierra Counties ,1,,,,6,5700,ca
696,65700,26879.0,11084.0,34953.0,3010.0,0.29196849564,0.0792877275242,06 05700,Nevada & Sierra Counties ,1,,,,6,5700,ca
698,65700,26879.0,11084.0,34953.0,3010.0,0.29196849564,0.0792877275242,06 05700,Nevada & Sierra Counties ,1,,,,6,5700,ca
7063,5311610,33278.0,13724.0,42583.0,4419.0,0.291987574997,0.0940172758606,53 11610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway ",1,,,,53,11610,wa
7062,5311610,33278.0,13724.0,42583.0,4419.0,0.291987574997,0.0940172758606,53 11610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway ",1,,,,53,11610,wa
7061,5311610,33278.0,13724.0,42583.0,4419.0,0.291987574997,0.0940172758606,53 11610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway ",1,,,,53,11610,wa
4080,342600,29609.0,12222.0,38089.0,3742.0,0.2921756592,0.0894551887356,34 02600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City ,1,,,,34,2600,nj
4081,342600,29609.0,12222.0,38089.0,3742.0,0.2921756592,0.0894551887356,34 02600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City ,1,,,,34,2600,nj
4082,342600,29609.0,12222.0,38089.0,3742.0,0.2921756592,0.0894551887356,34 02600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City ,1,,,,34,2600,nj
5520,423503,41425.0,17110.0,53290.0,5245.0,0.292303749893,0.0896045101221,42 03503,Lancaster County (East)--Ephrata Borough ,1,,,,42,3503,pa
5521,423503,41425.0,17110.0,53290.0,5245.0,0.292303749893,0.0896045101221,42 03503,Lancaster County (East)--Ephrata Borough ,1,,,,42,3503,pa
5522,423503,41425.0,17110.0,53290.0,5245.0,0.292303749893,0.0896045101221,42 03503,Lancaster County (East)--Ephrata Borough ,1,,,,42,3503,pa
6301,485201,29451.0,12170.0,37155.0,4466.0,0.292400470916,0.107301602556,48 05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities ,1,,,,48,5201,tx
6300,485201,29451.0,12170.0,37155.0,4466.0,0.292400470916,0.107301602556,48 05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities ,1,,,,48,5201,tx
6302,485201,29451.0,12170.0,37155.0,4466.0,0.292400470916,0.107301602556,48 05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities ,1,,,,48,5201,tx
5322,421200,34491.0,14266.0,42332.0,6425.0,0.292593883955,0.13177595012,42 01200,Centre County ,2,,,,42,1200,pa
5324,421200,34491.0,14266.0,42332.0,6425.0,0.292593883955,0.13177595012,42 01200,Centre County ,2,,,,42,1200,pa
5323,421200,34491.0,14266.0,42332.0,6425.0,0.292593883955,0.13177595012,42 01200,Centre County ,2,,,,42,1200,pa
714,65906,41553.0,17188.0,54716.0,4025.0,0.292606526957,0.0685211351526,06 05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities ",1,,,,6,5906,ca
716,65906,41553.0,17188.0,54716.0,4025.0,0.292606526957,0.0685211351526,06 05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities ",1,,,,6,5906,ca
715,65906,41553.0,17188.0,54716.0,4025.0,0.292606526957,0.0685211351526,06 05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities ",1,,,,6,5906,ca
6848,5151120,41626.0,17231.0,53407.0,5450.0,0.292760419321,0.0925973121294,51 51120,George Washington Regional Commission (South) ,1,,,,51,51120,va
6849,5151120,41626.0,17231.0,53407.0,5450.0,0.292760419321,0.0925973121294,51 51120,George Washington Regional Commission (South) ,1,,,,51,51120,va
6850,5151120,41626.0,17231.0,53407.0,5450.0,0.292760419321,0.0925973121294,51 51120,George Washington Regional Commission (South) ,1,,,,51,51120,va
652,63764,34497.0,14286.0,45061.0,3722.0,0.292847918332,0.0762970707009,06 03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities ",1,,,,6,3764,ca
653,63764,34497.0,14286.0,45061.0,3722.0,0.292847918332,0.0762970707009,06 03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities ",1,,,,6,3764,ca
651,63764,34497.0,14286.0,45061.0,3722.0,0.292847918332,0.0762970707009,06 03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities ",1,,,,6,3764,ca
5070,395403,29630.0,12292.0,36538.0,5384.0,0.293211201756,0.128428987167,39 05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities ",1,,,,39,5403,oh
5072,395403,29630.0,12292.0,36538.0,5384.0,0.293211201756,0.128428987167,39 05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities ",1,,,,39,5403,oh
5071,395403,29630.0,12292.0,36538.0,5384.0,0.293211201756,0.128428987167,39 05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities ",1,,,,39,5403,oh
3723,30300,41125.0,17075.0,50218.0,7982.0,0.293384879725,0.137147766323,30 00300,Southwest Montana--Butte-Silver Bow & Helena City ,6,,,,30,300,mt
3725,30300,41125.0,17075.0,50218.0,7982.0,0.293384879725,0.137147766323,30 00300,Southwest Montana--Butte-Silver Bow & Helena City ,6,,,,30,300,mt
3724,30300,41125.0,17075.0,50218.0,7982.0,0.293384879725,0.137147766323,30 00300,Southwest Montana--Butte-Silver Bow & Helena City ,6,,,,30,300,mt
5416,422802,39470.0,16405.0,50614.0,5261.0,0.293601789709,0.0941565995526,42 02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough ,1,,,,42,2802,pa
5415,422802,39470.0,16405.0,50614.0,5261.0,0.293601789709,0.0941565995526,42 02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough ,1,,,,42,2802,pa
5417,422802,39470.0,16405.0,50614.0,5261.0,0.293601789709,0.0941565995526,42 02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough ,1,,,,42,2802,pa
546,63729,51111.0,21248.0,63651.0,8708.0,0.293646954767,0.120344393925,06 03729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) ,1,,,,6,3729,ca
548,63729,51111.0,21248.0,63651.0,8708.0,0.293646954767,0.120344393925,06 03729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) ,1,,,,6,3729,ca
547,63729,51111.0,21248.0,63651.0,8708.0,0.293646954767,0.120344393925,06 03729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) ,1,,,,6,3729,ca
4307,363002,25284.0,10512.0,31189.0,4607.0,0.293664096547,0.128701530897,36 03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns ",1,,,,36,3002,ny
4306,363002,25284.0,10512.0,31189.0,4607.0,0.293664096547,0.128701530897,36 03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns ",1,,,,36,3002,ny
4305,363002,25284.0,10512.0,31189.0,4607.0,0.293664096547,0.128701530897,36 03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns ",1,,,,36,3002,ny
1018,68303,41976.0,17458.0,53729.0,5705.0,0.293737591278,0.0959888279436,06 08303,Santa Barbara County--South Coast Region ,4,,,,6,8303,ca
1019,68303,41976.0,17458.0,53729.0,5705.0,0.293737591278,0.0959888279436,06 08303,Santa Barbara County--South Coast Region ,4,,,,6,8303,ca
1017,68303,41976.0,17458.0,53729.0,5705.0,0.293737591278,0.0959888279436,06 08303,Santa Barbara County--South Coast Region ,4,,,,6,8303,ca
1955,133004,42067.0,17499.0,51262.0,8304.0,0.2937749723,0.139408387335,13 03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City ,1,,,,13,3004,ga
1954,133004,42067.0,17499.0,51262.0,8304.0,0.2937749723,0.139408387335,13 03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City ,1,,,,13,3004,ga
1953,133004,42067.0,17499.0,51262.0,8304.0,0.2937749723,0.139408387335,13 03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City ,1,,,,13,3004,ga
3411,271000,30222.0,12585.0,38631.0,4176.0,0.293993972948,0.0975541383419,27 01000,Sherburne & Benton Counties ,1,,,,27,1000,mn
3413,271000,30222.0,12585.0,38631.0,4176.0,0.293993972948,0.0975541383419,27 01000,Sherburne & Benton Counties ,1,,,,27,1000,mn
3412,271000,30222.0,12585.0,38631.0,4176.0,0.293993972948,0.0975541383419,27 01000,Sherburne & Benton Counties ,1,,,,27,1000,mn
2042,15100,49476.0,20610.0,64209.0,5877.0,0.29406728876,0.0838541220786,15 00100,"Maui, Kalawao & Kauai Counties ",3,,,,15,100,hi
2041,15100,49476.0,20610.0,64209.0,5877.0,0.29406728876,0.0838541220786,15 00100,"Maui, Kalawao & Kauai Counties ",3,,,,15,100,hi
2040,15100,49476.0,20610.0,64209.0,5877.0,0.29406728876,0.0838541220786,15 00100,"Maui, Kalawao & Kauai Counties ",3,,,,15,100,hi
958,67502,35163.0,14658.0,42621.0,7200.0,0.294213283555,0.144517372192,06 07502,San Francisco County (North & East)--North Beach & Chinatown ,3,,,,6,7502,ca
957,67502,35163.0,14658.0,42621.0,7200.0,0.294213283555,0.144517372192,06 07502,San Francisco County (North & East)--North Beach & Chinatown ,3,,,,6,7502,ca
959,67502,35163.0,14658.0,42621.0,7200.0,0.294213283555,0.144517372192,06 07502,San Francisco County (North & East)--North Beach & Chinatown ,3,,,,6,7502,ca
5131,40900,63854.0,26626.0,79796.0,10684.0,0.294274977896,0.118081343943,40 00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities ",2,,,,40,900,ok
5132,40900,63854.0,26626.0,79796.0,10684.0,0.294274977896,0.118081343943,40 00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities ",2,,,,40,900,ok
5130,40900,63854.0,26626.0,79796.0,10684.0,0.294274977896,0.118081343943,40 00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities ",2,,,,40,900,ok
7075,5311614,28167.0,11746.0,35216.0,4697.0,0.294290080926,0.117680956079,53 11614,King County (Southwest)--Auburn City & Lakeland ,1,,,,53,11614,wa
7074,5311614,28167.0,11746.0,35216.0,4697.0,0.294290080926,0.117680956079,53 11614,King County (Southwest)--Auburn City & Lakeland ,1,,,,53,11614,wa
7073,5311614,28167.0,11746.0,35216.0,4697.0,0.294290080926,0.117680956079,53 11614,King County (Southwest)--Auburn City & Lakeland ,1,,,,53,11614,wa
2521,183500,36440.0,15201.0,45118.0,6523.0,0.294359133247,0.126314362619,18 03500,"Floyd, Harrison & Washington Counties ",1,,,,18,3500,in
2522,183500,36440.0,15201.0,45118.0,6523.0,0.294359133247,0.126314362619,18 03500,"Floyd, Harrison & Washington Counties ",1,,,,18,3500,in
2520,183500,36440.0,15201.0,45118.0,6523.0,0.294359133247,0.126314362619,18 03500,"Floyd, Harrison & Washington Counties ",1,,,,18,3500,in
731,65911,28585.0,11936.0,37207.0,3314.0,0.29456331285,0.0817847535846,06 05911,Orange County (Central)--Orange & Villa Park Cities ,1,,,,6,5911,ca
730,65911,28585.0,11936.0,37207.0,3314.0,0.29456331285,0.0817847535846,06 05911,Orange County (Central)--Orange & Villa Park Cities ,1,,,,6,5911,ca
729,65911,28585.0,11936.0,37207.0,3314.0,0.29456331285,0.0817847535846,06 05911,Orange County (Central)--Orange & Villa Park Cities ,1,,,,6,5911,ca
2752,212600,38337.0,16022.0,46034.0,8325.0,0.294744200592,0.153148512666,21 02600,Northern Kentucky Area Development District (Southeast) ,2,,,,21,2600,ky
2751,212600,38337.0,16022.0,46034.0,8325.0,0.294744200592,0.153148512666,21 02600,Northern Kentucky Area Development District (Southeast) ,2,,,,21,2600,ky
2753,212600,38337.0,16022.0,46034.0,8325.0,0.294744200592,0.153148512666,21 02600,Northern Kentucky Area Development District (Southeast) ,2,,,,21,2600,ky
3327,263003,33866.0,14160.0,40760.0,7266.0,0.29484029484,0.151293049598,26 03003,Macomb County (Southwest)--Sterling Heights City ,1,,,,26,3003,mi
3328,263003,33866.0,14160.0,40760.0,7266.0,0.29484029484,0.151293049598,26 03003,Macomb County (Southwest)--Sterling Heights City ,1,,,,26,3003,mi
3329,263003,33866.0,14160.0,40760.0,7266.0,0.29484029484,0.151293049598,26 03003,Macomb County (Southwest)--Sterling Heights City ,1,,,,26,3003,mi
2543,19700,40118.0,16781.0,50760.0,6139.0,0.294926097119,0.107892933092,19 00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City ",2,,,,19,700,ia
2541,19700,40118.0,16781.0,50760.0,6139.0,0.294926097119,0.107892933092,19 00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City ",2,,,,19,700,ia
2542,19700,40118.0,16781.0,50760.0,6139.0,0.294926097119,0.107892933092,19 00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City ",2,,,,19,700,ia
3995,341401,27071.0,11325.0,34128.0,4268.0,0.294952599229,0.11115741223,34 01401,Essex County (Northeast) ,1,,,,34,1401,nj
3994,341401,27071.0,11325.0,34128.0,4268.0,0.294952599229,0.11115741223,34 01401,Essex County (Northeast) ,1,,,,34,1401,nj
3993,341401,27071.0,11325.0,34128.0,4268.0,0.294952599229,0.11115741223,34 01401,Essex County (Northeast) ,1,,,,34,1401,nj
6973,5310702,26998.0,11300.0,33312.0,4986.0,0.29505457204,0.130189566035,53 10702,Benton County (East Central)--Kennewick & Richland (South) Cities ,1,,,,53,10702,wa
6971,5310702,26998.0,11300.0,33312.0,4986.0,0.29505457204,0.130189566035,53 10702,Benton County (East Central)--Kennewick & Richland (South) Cities ,1,,,,53,10702,wa
6972,5310702,26998.0,11300.0,33312.0,4986.0,0.29505457204,0.130189566035,53 10702,Benton County (East Central)--Kennewick & Richland (South) Cities ,1,,,,53,10702,wa
2747,212400,40948.0,17145.0,51823.0,6270.0,0.29513022223,0.107930387482,21 02400,Northern Kentucky Area Development District (North Central)--Kenton County ,1,,,,21,2400,ky
2746,212400,40948.0,17145.0,51823.0,6270.0,0.29513022223,0.107930387482,21 02400,Northern Kentucky Area Development District (North Central)--Kenton County ,1,,,,21,2400,ky
2745,212400,40948.0,17145.0,51823.0,6270.0,0.29513022223,0.107930387482,21 02400,Northern Kentucky Area Development District (North Central)--Kenton County ,1,,,,21,2400,ky
6598,551501,44361.0,18580.0,55367.0,7574.0,0.295197089338,0.120334916827,55 01501,Winnebago County ,1,,,,55,1501,wi
6597,551501,44361.0,18580.0,55367.0,7574.0,0.295197089338,0.120334916827,55 01501,Winnebago County ,1,,,,55,1501,wi
6596,551501,44361.0,18580.0,55367.0,7574.0,0.295197089338,0.120334916827,55 01501,Winnebago County ,1,,,,55,1501,wi
6595,551501,44361.0,18580.0,55367.0,7574.0,0.295197089338,0.120334916827,55 01501,Winnebago County ,1,,,,55,1501,wi
6579,551301,27962.0,11718.0,35964.0,3716.0,0.2953125,0.0936491935484,55 01301,Manitowoc & Kewaunee Counties ,1,,,,55,1301,wi
6580,551301,27962.0,11718.0,35964.0,3716.0,0.2953125,0.0936491935484,55 01301,Manitowoc & Kewaunee Counties ,1,,,,55,1301,wi
6581,551301,27962.0,11718.0,35964.0,3716.0,0.2953125,0.0936491935484,55 01301,Manitowoc & Kewaunee Counties ,1,,,,55,1301,wi
6582,551301,27962.0,11718.0,35964.0,3716.0,0.2953125,0.0936491935484,55 01301,Manitowoc & Kewaunee Counties ,1,,,,55,1301,wi
701,65901,46911.0,19668.0,61339.0,5240.0,0.295408462128,0.0787034950961,06 05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities ",1,,,,6,5901,ca
699,65901,46911.0,19668.0,61339.0,5240.0,0.295408462128,0.0787034950961,06 05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities ",1,,,,6,5901,ca
700,65901,46911.0,19668.0,61339.0,5240.0,0.295408462128,0.0787034950961,06 05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities ",1,,,,6,5901,ca
4246,361900,41755.0,17522.0,52213.0,7064.0,0.29559525617,0.119169323684,36 01900,Rensselaer County--Troy City ,1,,,,36,1900,ny
4247,361900,41755.0,17522.0,52213.0,7064.0,0.29559525617,0.119169323684,36 01900,Rensselaer County--Troy City ,1,,,,36,1900,ny
4245,361900,41755.0,17522.0,52213.0,7064.0,0.29559525617,0.119169323684,36 01900,Rensselaer County--Troy City ,1,,,,36,1900,ny
493,63711,37378.0,15714.0,49059.0,4033.0,0.295976794997,0.075962480223,06 03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities ",1,,,,6,3711,ca
492,63711,37378.0,15714.0,49059.0,4033.0,0.295976794997,0.075962480223,06 03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities ",1,,,,6,3711,ca
494,63711,37378.0,15714.0,49059.0,4033.0,0.295976794997,0.075962480223,06 03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities ",1,,,,6,3711,ca
5067,395402,33591.0,14123.0,42414.0,5300.0,0.295992790376,0.111078509452,39 05402,Butler County (South Central)--Hamilton & Fairfield Cities ,1,,,,39,5402,oh
5068,395402,33591.0,14123.0,42414.0,5300.0,0.295992790376,0.111078509452,39 05402,Butler County (South Central)--Hamilton & Fairfield Cities ,1,,,,39,5402,oh
5069,395402,33591.0,14123.0,42414.0,5300.0,0.295992790376,0.111078509452,39 05402,Butler County (South Central)--Hamilton & Fairfield Cities ,1,,,,39,5402,oh
2913,24503,31316.0,13172.0,40262.0,4226.0,0.296079841755,0.0949919079302,24 00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel ",1,,,,24,503,md
2915,24503,31316.0,13172.0,40262.0,4226.0,0.296079841755,0.0949919079302,24 00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel ",1,,,,24,503,md
2914,24503,31316.0,13172.0,40262.0,4226.0,0.296079841755,0.0949919079302,24 00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel ",1,,,,24,503,md
6347,485600,26623.0,11204.0,33220.0,4607.0,0.296190551722,0.121791313083,48 05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties ,2,,,,48,5600,tx
6346,485600,26623.0,11204.0,33220.0,4607.0,0.296190551722,0.121791313083,48 05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties ,2,,,,48,5600,tx
6345,485600,26623.0,11204.0,33220.0,4607.0,0.296190551722,0.121791313083,48 05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties ,2,,,,48,5600,tx
3201,26801,33780.0,14223.0,42747.0,5256.0,0.296293981626,0.109493156678,26 00801,Ottawa County (West) ,1,,,,26,801,mi
3203,26801,33780.0,14223.0,42747.0,5256.0,0.296293981626,0.109493156678,26 00801,Ottawa County (West) ,1,,,,26,801,mi
3202,26801,33780.0,14223.0,42747.0,5256.0,0.296293981626,0.109493156678,26 00801,Ottawa County (West) ,1,,,,26,801,mi
5858,48900,39888.0,16801.0,50446.0,6243.0,0.296371430083,0.110127185168,48 00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities ",1,,,,48,900,tx
5857,48900,39888.0,16801.0,50446.0,6243.0,0.296371430083,0.110127185168,48 00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities ",1,,,,48,900,tx
5856,48900,39888.0,16801.0,50446.0,6243.0,0.296371430083,0.110127185168,48 00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities ",1,,,,48,900,tx
6874,5151167,30957.0,13042.0,41702.0,2297.0,0.296415827632,0.0522057319485,51 51167,Virginia Beach City (South) ,1,,,,51,51167,va
6872,5151167,30957.0,13042.0,41702.0,2297.0,0.296415827632,0.0522057319485,51 51167,Virginia Beach City (South) ,1,,,,51,51167,va
6873,5151167,30957.0,13042.0,41702.0,2297.0,0.296415827632,0.0522057319485,51 51167,Virginia Beach City (South) ,1,,,,51,51167,va
6003,482400,30020.0,12664.0,37936.0,4748.0,0.296691968888,0.11123606035,48 02400,Parker County ,1,,,,48,2400,tx
6005,482400,30020.0,12664.0,37936.0,4748.0,0.296691968888,0.11123606035,48 02400,Parker County ,1,,,,48,2400,tx
6004,482400,30020.0,12664.0,37936.0,4748.0,0.296691968888,0.11123606035,48 02400,Parker County ,1,,,,48,2400,tx
5647,451203,35072.0,14798.0,44410.0,5460.0,0.296731501905,0.109484660116,45 01203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town ,1,,,,45,1203,sc
5648,451203,35072.0,14798.0,44410.0,5460.0,0.296731501905,0.109484660116,45 01203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town ,1,,,,45,1203,sc
5646,451203,35072.0,14798.0,44410.0,5460.0,0.296731501905,0.109484660116,45 01203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town ,1,,,,45,1203,sc
1499,125703,35631.0,15050.0,46670.0,4011.0,0.296955466546,0.079142084805,12 05703,Hillsborough County (Northwest) ,1,,,,12,5703,fl
1498,125703,35631.0,15050.0,46670.0,4011.0,0.296955466546,0.079142084805,12 05703,Hillsborough County (Northwest) ,1,,,,12,5703,fl
1497,125703,35631.0,15050.0,46670.0,4011.0,0.296955466546,0.079142084805,12 05703,Hillsborough County (Northwest) ,1,,,,12,5703,fl
1791,1211502,41778.0,17653.0,54857.0,4574.0,0.297033534687,0.076963201023,12 11502,Sarasota County (Central & Gulf Coast) ,1,,,,12,11502,fl
1792,1211502,41778.0,17653.0,54857.0,4574.0,0.297033534687,0.076963201023,12 11502,Sarasota County (Central & Gulf Coast) ,1,,,,12,11502,fl
1793,1211502,41778.0,17653.0,54857.0,4574.0,0.297033534687,0.076963201023,12 11502,Sarasota County (Central & Gulf Coast) ,1,,,,12,11502,fl
6737,4935005,37431.0,15817.0,47269.0,5979.0,0.297044020433,0.112285907452,49 35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek ",1,,,,49,35005,ut
6738,4935005,37431.0,15817.0,47269.0,5979.0,0.297044020433,0.112285907452,49 35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek ",1,,,,49,35005,ut
6739,4935005,37431.0,15817.0,47269.0,5979.0,0.297044020433,0.112285907452,49 35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek ",1,,,,49,35005,ut
5304,42801,36273.0,15331.0,44997.0,6607.0,0.297089372917,0.128032710643,42 00801,Luzerne County (East)--Kingston Borough ,2,,,,42,801,pa
5305,42801,36273.0,15331.0,44997.0,6607.0,0.297089372917,0.128032710643,42 00801,Luzerne County (East)--Kingston Borough ,2,,,,42,801,pa
5306,42801,36273.0,15331.0,44997.0,6607.0,0.297089372917,0.128032710643,42 00801,Luzerne County (East)--Kingston Borough ,2,,,,42,801,pa
3741,31200,47432.0,20063.0,60084.0,7411.0,0.29725164827,0.10980072598,31 00200,Northeast Nebraska ,4,,,,31,200,ne
3742,31200,47432.0,20063.0,60084.0,7411.0,0.29725164827,0.10980072598,31 00200,Northeast Nebraska ,4,,,,31,200,ne
3743,31200,47432.0,20063.0,60084.0,7411.0,0.29725164827,0.10980072598,31 00200,Northeast Nebraska ,4,,,,31,200,ne
5263,411320,28319.0,11980.0,36689.0,3610.0,0.297277848086,0.0895803866101,41 01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities ",1,,,,41,1320,or
5262,411320,28319.0,11980.0,36689.0,3610.0,0.297277848086,0.0895803866101,41 01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities ",1,,,,41,1320,or
5264,411320,28319.0,11980.0,36689.0,3610.0,0.297277848086,0.0895803866101,41 01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities ",1,,,,41,1320,or
6728,4935002,30616.0,12959.0,37140.0,6435.0,0.297395295468,0.147676419966,49 35002,Salt Lake County (Northeast)--Salt Lake City (East) ,1,,,,49,35002,ut
6729,4935002,30616.0,12959.0,37140.0,6435.0,0.297395295468,0.147676419966,49 35002,Salt Lake County (Northeast)--Salt Lake City (East) ,1,,,,49,35002,ut
6730,4935002,30616.0,12959.0,37140.0,6435.0,0.297395295468,0.147676419966,49 35002,Salt Lake County (Northeast)--Salt Lake City (East) ,1,,,,49,35002,ut
4301,362903,28011.0,11864.0,35383.0,4492.0,0.297529780564,0.112652037618,36 02903,Orange County (Southeast) ,1,,,,36,2903,ny
4300,362903,28011.0,11864.0,35383.0,4492.0,0.297529780564,0.112652037618,36 02903,Orange County (Southeast) ,1,,,,36,2903,ny
4299,362903,28011.0,11864.0,35383.0,4492.0,0.297529780564,0.112652037618,36 02903,Orange County (Southeast) ,1,,,,36,2903,ny
1526,126902,46027.0,19507.0,59486.0,6048.0,0.297662282174,0.0922879726554,12 06902,Sumter (North) & Lake (North) Counties ,1,,,,12,6902,fl
1525,126902,46027.0,19507.0,59486.0,6048.0,0.297662282174,0.0922879726554,12 06902,Sumter (North) & Lake (North) Counties ,1,,,,12,6902,fl
1524,126902,46027.0,19507.0,59486.0,6048.0,0.297662282174,0.0922879726554,12 06902,Sumter (North) & Lake (North) Counties ,1,,,,12,6902,fl
5961,482309,27782.0,11778.0,34503.0,5057.0,0.297724974722,0.127831142568,48 02309,Dallas (Far North) & Richardson (Southwest) Cities ,1,,,,48,2309,tx
5963,482309,27782.0,11778.0,34503.0,5057.0,0.297724974722,0.127831142568,48 02309,Dallas (Far North) & Richardson (Southwest) Cities ,1,,,,48,2309,tx
5962,482309,27782.0,11778.0,34503.0,5057.0,0.297724974722,0.127831142568,48 02309,Dallas (Far North) & Richardson (Southwest) Cities ,1,,,,48,2309,tx
3708,292603,32622.0,13841.0,41093.0,5370.0,0.297892947076,0.115575834535,29 02603,Greene County--Springfield City (South) ,1,,,,29,2603,mo
3710,292603,32622.0,13841.0,41093.0,5370.0,0.297892947076,0.115575834535,29 02603,Greene County--Springfield City (South) ,1,,,,29,2603,mo
3709,292603,32622.0,13841.0,41093.0,5370.0,0.297892947076,0.115575834535,29 02603,Greene County--Springfield City (South) ,1,,,,29,2603,mo
